key_resp_beginning.keys,key_resp_beginning.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_instr_behavior.keys,key_resp_instr_behavior.rt,key_resp_instr_scales.keys,key_resp_instr_scales.rt,key_resp_PANAS_1.keys,key_resp_PANAS_1.rt,key_resp_PANAS_test.keys,key_resp_PANAS_test.rt,trials_PANAS.thisRepN,trials_PANAS.thisTrialN,trials_PANAS.thisN,trials_PANAS.thisIndex,trials_PANAS.ran,adjective,posneg,panasnum,PANASLoop.thisRepN,PANASLoop.thisTrialN,PANASLoop.thisN,PANASLoop.thisIndex,PANASLoop.ran,OrderofScales.thisRepN,OrderofScales.thisTrialN,OrderofScales.thisN,OrderofScales.thisIndex,OrderofScales.ran,nRepsPANAS,nRepsBDI,nRepsSHAPS,nRepsSTAI,key_resp_Instr_SHAPS.keys,key_resp_Instr_SHAPS.rt,key_resp_SHAPS_test.keys,trials_SHAPS.thisRepN,trials_SHAPS.thisTrialN,trials_SHAPS.thisN,trials_SHAPS.thisIndex,trials_SHAPS.ran,statement_SHAPS,control_SHAPS,Item_nr_SHAPS,SHAPSLoop.thisRepN,SHAPSLoop.thisTrialN,SHAPSLoop.thisN,SHAPSLoop.thisIndex,SHAPSLoop.ran,key_resp_BDI_1.keys,key_resp_BDI_1.rt,key_resp_BDI_2.keys,key_resp_BDI_2.rt,key_resp_BDI_trials.keys,key_resp_BDI_trials.rt,trials_BDI.thisRepN,trials_BDI.thisTrialN,trials_BDI.thisN,trials_BDI.thisIndex,trials_BDI.ran,Title_BDI,statement_1_BDI,statement_2_BDI,statement_3_BDI,statement_4_BDI,BDILoop.thisRepN,BDILoop.thisTrialN,BDILoop.thisN,BDILoop.thisIndex,BDILoop.ran,key_resp.keys,key_resp.rt,key_resp_instr_STAI_state_2.keys,key_resp_instr_STAI_state_2.rt,key_resp_STAI_state_test.keys,key_resp_STAI_state_test.rt,trials_STAI_state.thisRepN,trials_STAI_state.thisTrialN,trials_STAI_state.thisN,trials_STAI_state.thisIndex,trials_STAI_state.ran,text_STAI_state,control_STAI_state,Item_nr_STAI_state,rescore_STAI_state,key_resp_STAI_2.keys,key_resp_STAI_2.rt,key_resp_STAI_trait_test.keys,key_resp_STAI_trait_test.rt,trials_STAI_trait.thisRepN,trials_STAI_trait.thisTrialN,trials_STAI_trait.thisN,trials_STAI_trait.thisIndex,trials_STAI_trait.ran,text_STAI_trait,control_STAI_trait,Item_nr_STAI_trait,rescore_STAI_trait,STAILoop.thisRepN,STAILoop.thisTrialN,STAILoop.thisN,STAILoop.thisIndex,STAILoop.ran,key_resp_instr_Social_media_scale.keys,key_resp_instr_Social_media_scale.rt,key_resp_Social_media_scale_test.keys,key_resp_Social_media_scale_test.rt,Social_media_loop.thisRepN,Social_media_loop.thisTrialN,Social_media_loop.thisN,Social_media_loop.thisIndex,Social_media_loop.ran,Social_media_statement,Item_nr,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_3.keys,key_resp_instr_3.rt,key_resp_instr_3b.keys,key_resp_instr_3b.rt,key_resp_instr_4.keys,key_resp_instr_4.rt,key_resp_instr_5.keys,key_resp_instr_5.rt,key_resp_instr_practice.keys,key_resp_instr_practice.rt,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_repeat_practice.keys,key_resp_end_experiment.keys,Practice_A.thisRepN,Practice_A.thisTrialN,Practice_A.thisN,Practice_A.thisIndex,Practice_A.ran,Trial_nr,Block_nr,Block_cond,Symbol_left,Symbol_right,Highlighted,Outcome,corrAns,Image,Trial_within_block,Trial_cond,Block_value,key_ass,answer_left,answer_right,key_resp_repeat_practice.rt,key_resp_instr_main_a.keys,key_resp_instr_main_a.rt,key_resp_pause.keys,Main_A.thisRepN,Main_A.thisTrialN,Main_A.thisN,Main_A.thisIndex,Main_A.ran,key_resp_pause.rt,Group_A.thisRepN,Group_A.thisTrialN,Group_A.thisN,Group_A.thisIndex,Group_A.ran,key_resp_memory.keys,key_resp_memory.rt,key_resp_memory_trials.keys,key_resp_memory_trials.rt,memory_loop.thisRepN,memory_loop.thisTrialN,memory_loop.thisN,memory_loop.thisIndex,memory_loop.ran,Memory_cond,Phase,key_resp_end.keys,key_resp_end.rt
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.333,,,,,,,,82,3,acquisition_P,△,〇,left,r,c,Stimuli/Encoding/Stamp.jpg,18,0,pos,A,0,+1,,,,,0,81,81,81,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.5216,,,,,,,,83,3,acquisition_P,△,〇,right,r,m,Stimuli/Encoding/Trowel.jpg,19,1,pos,A,0,+1,,,,,0,82,82,82,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.6667,,,,,,,,84,3,acquisition_P,△,〇,left,nr,c,Stimuli/Encoding/PlayerFootball.jpg,20,1,pos,A,0,+1,,,,,0,83,83,83,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.351,,,,,,,,85,3,acquisition_P,〇,△,right,nr,c,Stimuli/Encoding/JuicerCitrus.jpg,21,1,pos,A,0,+1,,,,,0,84,84,84,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.7078,,,,,,,,86,3,acquisition_P,△,〇,left,nr,c,Stimuli/Encoding/Hay.jpg,22,1,pos,A,0,+1,,,,,0,85,85,85,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.5627,,,,,,,,87,3,acquisition_P,〇,△,right,nr,c,Stimuli/Encoding/Goat.jpg,23,1,pos,A,0,+1,,,,,0,86,86,86,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.3004,,,,,,,,88,3,acquisition_P,〇,△,right,nr,c,Stimuli/Encoding/Golf_Club.jpg,24,1,pos,A,0,+1,,,,,0,87,87,87,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.7208,,,,,,,,89,3,acquisition_P,△,〇,left,nr,c,Stimuli/Encoding/Desk_School.jpg,25,1,pos,A,0,+1,,,,,0,88,88,88,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.3238,,,,,,,,90,3,acquisition_P,〇,△,right,nr,c,Stimuli/Encoding/Toy_LambPlushie.jpg,26,1,pos,A,0,+1,,,,,0,89,89,89,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.7404,,,,,,,,91,3,acquisition_P,△,〇,left,nr,c,Stimuli/Encoding/Hippopotamus.jpg,27,1,pos,A,0,+1,,,,,0,90,90,90,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.7747,,,,,,,,92,3,acquisition_P,〇,△,right,nr,c,Stimuli/Encoding/Cassette_Audio.jpg,28,1,pos,A,0,+1,,,,,0,91,91,91,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.8209,,,,,,,,93,3,acquisition_P,〇,△,left,r,m,Stimuli/Encoding/HairScrunchie.jpg,29,1,pos,A,0,+1,,,,,0,92,92,92,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.0021,,,,,,,,94,3,acquisition_P,△,〇,right,r,m,Stimuli/Encoding/Ball_Disco.jpg,30,1,pos,A,0,+1,,,,,0,93,93,93,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.717,,,,,,,,95,3,acquisition_P,△,〇,left,nr,c,Stimuli/Encoding/Fryingpan.jpg,31,1,pos,A,0,+1,,,,,0,94,94,94,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.4172,,,,,,,,96,3,acquisition_P,△,〇,left,nr,c,Stimuli/Encoding/Bowl_Sugar.jpg,32,1,pos,A,0,+1,,,,,0,95,95,95,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.6474,,,,,,,,97,4,reversal_P_N,△,〇,left,loss,c,Stimuli/Encoding/Stool_Metal.jpg,1,0,neg,A,0,-1,,,,,0,96,96,96,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.4338,,,,,,,,98,4,reversal_P_N,△,〇,left,loss,c,Stimuli/Encoding/Lens_Camera.jpg,2,0,neg,A,0,-1,,,,,0,97,97,97,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.8528,,,,,,,,99,4,reversal_P_N,△,〇,right,loss,m,Stimuli/Encoding/Toy_MerryGoRound.jpg,3,1,neg,A,0,-1,,,,,0,98,98,98,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.7421,,,,,,,,100,4,reversal_P_N,〇,△,left,nl,c,Stimuli/Encoding/Glove_Baseball.jpg,4,1,neg,A,0,-1,,,,,0,99,99,99,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.6182,,,,,,,,101,4,reversal_P_N,△,〇,left,nl,c,Stimuli/Encoding/Abacus.jpg,5,1,neg,A,0,-1,,,,,0,100,100,100,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.6032,,,,,,,,102,4,reversal_P_N,〇,△,left,nl,c,Stimuli/Encoding/Shoes_DutchClogs.jpg,6,1,neg,A,0,-1,,,,,0,101,101,101,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.6024,,,,,,,,103,4,reversal_P_N,〇,△,left,loss,m,Stimuli/Encoding/SiloGrain.jpg,7,0,neg,A,0,-1,,,,,0,102,102,102,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.4512,,,,,,,,104,4,reversal_P_N,〇,△,right,loss,m,Stimuli/Encoding/Chair_Office.jpg,8,1,neg,A,0,-1,,,,,0,103,103,103,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.6884,,,,,,,,105,4,reversal_P_N,△,〇,right,loss,m,Stimuli/Encoding/Tractor_Yellow.jpg,9,1,neg,A,0,-1,,,,,0,104,104,104,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.6509,,,,,,,,106,4,reversal_P_N,〇,△,left,nl,c,Stimuli/Encoding/Inukshuk.jpg,10,1,neg,A,0,-1,,,,,0,105,105,105,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.6678,,,,,,,,107,4,reversal_P_N,△,〇,right,nl,m,Stimuli/Encoding/Toy_ElephantPlastic.jpg,11,0,neg,A,0,-1,,,,,0,106,106,106,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.3924,,,,,,,,108,4,reversal_P_N,〇,△,right,nl,c,Stimuli/Encoding/Barrel_Wine.jpg,12,0,neg,A,0,-1,,,,,0,107,107,107,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.6349,,,,,,,,109,4,reversal_P_N,△,〇,right,loss,m,Stimuli/Encoding/ProcessorFood_Old.jpg,13,1,neg,A,0,-1,,,,,0,108,108,108,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.4866,,,,,,,,110,4,reversal_P_N,〇,△,left,nl,c,Stimuli/Encoding/Fridge.jpg,14,1,neg,A,0,-1,,,,,0,109,109,109,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.3193,,,,,,,,111,4,reversal_P_N,△,〇,left,nl,c,Stimuli/Encoding/Bread_Melon.jpg,15,1,neg,A,0,-1,,,,,0,110,110,110,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.6701,,,,,,,,112,4,reversal_P_N,△,〇,right,loss,m,Stimuli/Encoding/Broom_Short.jpg,16,1,neg,A,0,-1,,,,,0,111,111,111,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.6883,,,,,,,,113,4,reversal_P_N,〇,△,left,nl,c,Stimuli/Encoding/Socks_Baby.jpg,17,1,neg,A,0,-1,,,,,0,112,112,112,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.4841,,,,,,,,114,4,reversal_P_N,〇,△,right,loss,m,Stimuli/Encoding/Statue_Jesus.jpg,18,1,neg,A,0,-1,,,,,0,113,113,113,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.8023,,,,,,,,115,4,reversal_P_N,〇,△,left,nl,c,Stimuli/Encoding/WaterColorPaintset.jpg,19,1,neg,A,0,-1,,,,,0,114,114,114,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.4575,,,,,,,,116,4,reversal_P_N,〇,△,right,loss,m,Stimuli/Encoding/Cassette_Video.jpg,20,1,neg,A,0,-1,,,,,0,115,115,115,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.7854,,,,,,,,117,4,reversal_P_N,〇,△,right,loss,m,Stimuli/Encoding/Dropper.jpg,21,1,neg,A,0,-1,,,,,0,116,116,116,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.64,,,,,,,,118,4,reversal_P_N,△,〇,right,nl,m,Stimuli/Encoding/Door_Green.jpg,22,0,neg,A,0,-1,,,,,0,117,117,117,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,0.9004,,,,,,,,119,4,reversal_P_N,〇,△,right,nl,c,Stimuli/Encoding/Jet.jpg,23,0,neg,A,0,-1,,,,,0,118,118,118,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.8345,,,,,,,,120,4,reversal_P_N,△,〇,left,nl,c,Stimuli/Encoding/PirateFlag.jpg,24,1,neg,A,0,-1,,,,,0,119,119,119,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.1926,,,,,,,,121,4,reversal_P_N,〇,△,right,loss,m,Stimuli/Encoding/PoliceTape.jpg,25,1,neg,A,0,-1,,,,,0,120,120,120,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.501,,,,,,,,122,4,reversal_P_N,△,〇,right,loss,m,Stimuli/Encoding/Perfume.jpg,26,1,neg,A,0,-1,,,,,0,121,121,121,1,,,,,,,,,,,,,,,,,,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.2728,,,,,,,,123,4,reversal_P_N,〇,△,left,loss,m,Stimuli/Encoding/Boardgame_Chess.jpg,27,0,neg,A,0,-1,,,,,0,122,122,122,1,,,,,,,,,,,,,,,,,,,
